riddle,answer
This comes in a tin can and are best known to cure halitosis,altoids
What you become during a workout,sweaty
He is not the skinniest of felines,fatcat
An animal who gives away money and says moo,cashcow
Men in skirts blow into these,bagpipes
When a doctor hits you with a hammer he is testing you this,reflex
Both the original 49ers and opportunistic women share this nickname,golddigger
"People like this usually live in rural areas, unless they are lucky enough to strike oil and move to beverly hills",hillbilly
When i type i tap these on the keys,fingertips
It is a common and favored clothing material among biker gangs and superheroes,leather
"Out of all the celestial bodies, this one has the funniest name",uranus
Disgusting creatures that would survive a nuclear strike,roach
If you are a man then your best friend will eat this for dinner,dogfood
Causes dancing in children when it fills up,bladder
This type of tempting cuisine is independent of utensils and usually tastes better than it sounds,fingerfood
A life or death skill for gunifghters,quickdraw
Can describe a distress signal or flashy accessories,flare
Sources in hollywood state that the men of this ancient city wore leather speedos and waxed their chests,sparta
Someone who is enthusiastic about tending the garden is said to have this appendage,greenthumb
It is the time in your life when you simultaneously know everything and nothing at an instance,teenager
It is the electronic version of junk mail or a salty meat in a can,spam
It is a standard dimension for both sandwiches and rulers,footlong
It brings the sky and the stars a lot closer,telescope
They are dark-colored creature serenaded by lennon and mccartney,blackbird
Slang for the male half in a marriage,hubby
The black pearl was this type of criminal seafaring vessel,pirateship
"If someone offers you one of these, they had a successful fishing trip or their band just broke up",bass
These are the bumpy parts of your digits,knuckle
Plant whose name sounds like a dish full of dairy spread,buttercup
"Two all beef patties, special sauce, lettuce and cheese in a sesame seed bun",bigmac
"Ingredients: apples, bananas, grapes, oranges, canteloupe instructions: toss",fruitsalad
One might hang a locket from this,necklace
Rappers and mr t wear these in abundance,goldchain
Aliens in toy story call this their leader,claw
A certain wizard resided in a city made from this gemstone,emerald
"Thanks for such treasures as mariachis, enchiladas and habanero!",mexico
The celebrities of high school were part of this crowd,popular
Hold these between your knees if you want to set a cuban beat,bongos
Perhaps the most important adjective for ballerinas and princesses,graceful
"An appropriately loud response to fear, excitement, or your team scoring",yell
A prehistoric reptile that lives today and the inspiration for the name of a popular sports drink,gator
"How a big, hibernating mammal would show affection",bearhug
Timid or weak people are said to not have these,backbone
"A first job for many kids, this could be described as ""media distribution management""",paperroute
A spent round or a slimy critter,slug
Ladies used to party with this kitchen device,tupperware
He has a genie to thank for the fact that he married a princess,aladdin
A pony trots his way through the world on these,hoof
A gentleman whose offspring have successfully produced offspring of their own,grandpa
Mobsters judge the quality of a vehicle by the size of this,trunk
The titanic is still chilling here,atlantic
Retired people want these to be large and birds want them to hatch,nesteggs
Raise your right appendage high above your head turn your head to the right and you will smell this,armpit
"According to the ads, this is the favorite beverage of friendly polar bears",coke
Everyone claims to know a way to stop these involuntary contractions  none of them work,hiccup
Where it is encouraged to slam into other vehicles,bumpercars
A candy whose name is reminiscent of a small laugh,snickers
"Dark, feathery, and popular in baltimore",ravens
Who prefers to travel on vines and pal around with gorillas?,tarzan
Who can only prevent forest fires?,smokey
Responsible for the toupee industry,baldspot
Where jewelry pierces your head,lobe
What has a horn but does not work?,rhinoceros
What do you get if you put a radio in the fridge?,coolmusic
"What is something that can go up quite easily, but is not as easy to bring back down?",weight
What do you get when you cross a vampire and teacher?,bloodtest
What is a cat on ice?,coolcat
What is the middle of nowhere?,h
They are the most foreign visitors you could ever imagine,alien
This is where the wind comes sweeping down the plain not to mention the waving wheat,oklahoma
The group of animals which hang out in the mist,gorillas
"It is where kings, queens, knights and bishops go to war together",chess
"Known to be accessorized with feathers, trumpets and harps",angel
It is known as the best real estate for toys,dollhouse
This is the known hairdo for nascar fans,mullet
Spies and detectives do this to phones and musical shoes make this sound,tap
It flavors your food and divides the year up what is it?,season
It happens when something has been cut with h2o,diluted
What do you call a greedy grumpy holiday hater?,scrooge
Where on earth do the ways always blow from the south?,northpole
"He is known to commit a friendly home invasion one night a year, never taking but always leaving stuff behind",santaclaus
A close relative of ketchup that people often spread on their dog,mustard
Bold are the first; true are the second; playful are the third; clever are the fourth; forceful are the fifth,brave
What leaps one time out of four?,year
What do rich people have that can be changed into the law,wealth
"I saw a fight the other day; a damsel did begin the fray she with her daily friend did meet, then standing in the open street, she gave such hard and sturdy blows, he bled ten gallons at the nose; yet neither seemed to faint nor fall, nor gave her an abuse at all",pump
